 	sto	ancora	cucinando	</S>
a20	0.249087235	0.308239965	0.34605562	0.096617211
a31	0.256731291667	0.323566731667	0.352624853333	0.067077128
a37	0.240999693889	0.349440020556	0.367236544444	0.0423237083333
a20	0.23925556463	0.356468356852	0.371937351481	0.0323386964444
a31	0.23949879821	0.327837628951	0.41071693716	0.0219466421481
a30	0.250709182737	0.28471371965	0.445330169053	0.0192469580494
a46	0.226505480912	0.24978129655	0.489685793018	0.0340274423498
a31	0.186384873637	0.226724415517	0.524431287673	0.0624594194499
a39	0.177305217879	0.219033615172	0.509677035891	0.0939841298166
a15	0.167430682626	0.219008225057	0.488590325297	0.124970733272
a20	0.162386430875	0.223361571686	0.459960171766	0.154291804424
a22	0.189140463625	0.229592953895	0.396235500589	0.185031084808
a31	0.217692084542	0.239153104632	0.329380020196	0.213774784936
a46	0.228798228181	0.245462014877	0.290087540065	0.235652221645
</S>	0.23158308409	0.248439827439	0.276855720033	0.243121390823
