 	non	aveva	da	stare	</S>
a37	0.252492695	0.25341506	0.065679155	0.363811525	0.0646015865
a38	0.288057855	0.285503926667	0.0533181696667	0.325439565	0.0476804948333
a24	0.317007625	0.303233862222	0.0306215642222	0.318073211667	0.0310637152778
a8	0.331229781667	0.286112144074	0.0168642549074	0.343154737222	0.0226390704259
a17	0.336366487222	0.256858978025	0.0107507481358	0.374444089074	0.0215796744753
a31	0.268000055741	0.194554509342	0.0164540200453	0.491664129691	0.0293272538251
a20	0.174710235247	0.124302393114	0.0220487556818	0.642897226564	0.0360413736084
a8	0.128606817082	0.096763979038	0.0322453728939	0.695165122188	0.0472187322028
a31	0.100169354361	0.0859643510127	0.0641779509646	0.673233837396	0.0764545474009
a20	0.0887870681203	0.0824884070042	0.0862973036549	0.643320329132	0.0991069191336
a31	0.0991956860401	0.0968375690014	0.108399774552	0.575795569711	0.119771419711
a8	0.122693415347	0.123489966334	0.134811668184	0.47831995657	0.14068498657
a31	0.140298548449	0.141725215445	0.150315556061	0.413927925523	0.15373274219
</S>	0.152373209224	0.153519662723	0.160007843031	0.371724862761	0.162374421095
