 	l	ho	sentito	che	viene	</S>
a34	0.160303595	0.17012954	0.17588305	0.185534815	0.247394915	0.060754107
a46	0.176734708333	0.184269626667	0.185116026667	0.191985471667	0.223137681667	0.0387565156667
a41	0.183343906111	0.185074375556	0.183301495556	0.188161353889	0.239769490556	0.0203494015556
a19	0.187242052037	0.172507495185	0.172905008519	0.174430061296	0.277332693519	0.0155827128519
a31	0.173113590679	0.139237096395	0.149858206173	0.150496042099	0.361022401173	0.0262726649506
a20	0.14810702356	0.105984235132	0.135885375391	0.132822699033	0.433777000391	0.0434236623169
a31	0.131060817853	0.0967592533773	0.135101871797	0.129614583011	0.43657252013	0.0708909787723
a24	0.120479062618	0.101362584459	0.134712683932	0.13064048767	0.403427480043	0.109377731591
a31	0.112538967539	0.10534394482	0.131680131311	0.136129982557	0.374039966681	0.14026701053
a23	0.104801495846	0.10554006694	0.12605353377	0.142971787519	0.355092342227	0.165540746843
a20	0.106552538615	0.114669967647	0.13032985459	0.153025009173	0.317803720742	0.177618902281
</S>	0.109582754308	0.121411118824	0.136024227295	0.159115549586	0.295817590371	0.17804878114
