 	volevo	trovare	un	forno	che	fa	un	rustico	buono	</S>
a20	0.159317605	0.10531452	0.110647945	0.106539175	0.102569185	0.095039473	0.108837915	0.185215295	0.0123333656	0.01418552015
a31	0.190565161667	0.11511967	0.126934828333	0.114497653667	0.104749343333	0.0940357196667	0.104208143	0.137147931667	0.00579696493333	0.00694463148333
a37	0.206643377222	0.124038783333	0.139695119444	0.119329059556	0.102737274444	0.0833848652222	0.0979253106667	0.119078935889	0.00351362437778	0.00365366659444
a21	0.192533915741	0.134264971111	0.138949613148	0.121165432852	0.107175648148	0.0870613287407	0.101179305222	0.112324333963	0.00270018905926	0.00264523746481
a31	0.207776671914	0.131985113704	0.139516367716	0.119287668951	0.104543626049	0.0862888465802	0.0975555917407	0.107752187988	0.00266787088642	0.0026260311216
a7	0.223430657305	0.124556807901	0.137463599239	0.11750335965	0.10212632535	0.0831835308601	0.0965223339136	0.109707475996	0.00276820579547	0.00273766294053
a29	0.206979165768	0.1277550093	0.13416450308	0.118597643217	0.10597233845	0.0864356869534	0.101745704638	0.112773061999	0.00268727383182	0.00288956158018
a31	0.220195028589	0.128093951433	0.132417531027	0.115478171072	0.103366439483	0.0868171503178	0.0981566882127	0.108483147333	0.00340102584394	0.00359082746006
a29	0.247426112863	0.119834072144	0.130731267009	0.111297017024	0.097648243161	0.0836421094393	0.0932743527376	0.108305069111	0.00389414634798	0.00394758642002
a31	0.244140607621	0.117910140715	0.132159832336	0.112671950341	0.0977316297203	0.0838036478131	0.0932587909125	0.109738263037	0.00426084921599	0.00432430864001
a41	0.255491029207	0.114654093572	0.126426995779	0.109896371447	0.0972715419068	0.0861702926044	0.0934537169708	0.107375157679	0.00455262140533	0.00470822468
a18	0.278657589736	0.109256697857	0.12009866826	0.104396700482	0.0938640839689	0.0859212022015	0.0926005203236	0.10686657256	0.00400514933511	0.00433284502667
a31	0.265969153245	0.108325432619	0.126283330753	0.107698563494	0.0938458996563	0.0846625107338	0.0921201181079	0.11125673752	0.00476458337837	0.00507366800889
a37	0.265774681082	0.103761676206	0.126697930251	0.107863064498	0.0917842398854	0.0832243605779	0.0920904127026	0.117140862507	0.00558953299279	0.00607323776963
a3	0.304118947027	0.0966512440687	0.115825523417	0.0985477434993	0.0841043349618	0.0789501218593	0.0888489709009	0.120433030836	0.00587431933093	0.00664579058988
a21	0.332235472342	0.0911033880229	0.108157124472	0.0900866064998	0.0769601636539	0.0732125406198	0.084297956967	0.130192870279	0.00652496711031	0.00722892709663
a31	0.344838487447	0.077644334341	0.0993537181573	0.0810145471666	0.068585415218	0.0662976568733	0.078529438989	0.163316163426	0.00999730903677	0.0104229073655
a37	0.358028115816	0.0660163851137	0.0902421827191	0.0734376773889	0.0629224637393	0.0618328462911	0.072835959663	0.178210364475	0.0176440833456	0.0188298901218
a31	0.331686918605	0.0616070037046	0.0804155642397	0.0671810991296	0.0592109955798	0.0582315067637	0.0675257198877	0.197234601492	0.0376509651152	0.0392556377073
a28	0.277651366202	0.0575433879015	0.0745827180799	0.0657234497099	0.0587476161933	0.0577044312546	0.0663202966292	0.214898860497	0.0625135400384	0.0643143675691
a31	0.222472278734	0.0583133253005	0.0725789026933	0.0666948732366	0.0610097053978	0.0601181974182	0.0679826822097	0.211189443499	0.0889174000128	0.0907232108564
a8	0.163871736245	0.0596474484335	0.0715922842311	0.0677066877455	0.0628788437993	0.0622829911394	0.0696324140699	0.2144962245	0.113431555004	0.114459846952
a31	0.128114828748	0.0620399118112	0.0726143147437	0.0697324559152	0.0657431432664	0.0654888287131	0.0733217433566	0.2028090315	0.129709505001	0.130426255651
</S>	0.116006589374	0.0640054384056	0.0710786373718	0.0687243479576	0.0660055716332	0.0661678268565	0.0746606096783	0.19553235075	0.138657492501	0.139161117826
