 	li	vestono	i	genitori	</S>
a31	0.150421965	0.283569165	0.13820503	0.306475355	0.12132848
a46	0.155505838333	0.301771135	0.115257706667	0.340300928333	0.0871644
a18	0.152022106111	0.315730411667	0.0907776155557	0.370611936111	0.0708579733333
a35	0.13992025537	0.337391730556	0.0683113185186	0.385244318704	0.0691324257778
a15	0.12120237179	0.357660750185	0.0527588495062	0.384542339568	0.0838357212593
a39	0.101834540597	0.368122660062	0.0545177641687	0.368268559856	0.10725646842
a31	0.095690790199	0.313495163354	0.0923136290562	0.346098826619	0.152401572807
a11	0.0957858900663	0.253091861118	0.118961374685	0.34390106554	0.188259810936
a20	0.0882732966888	0.237173577039	0.115544123228	0.358379988513	0.200629026979
a31	0.0968299138963	0.213067359013	0.147195684409	0.328145019504	0.21476202566
a39	0.106752196299	0.187527216338	0.175538308136	0.303799233168	0.226383041887
a20	0.101514505433	0.176766515446	0.173510859379	0.314491764389	0.233716353962
a46	0.107867291811	0.182656348482	0.177581449793	0.30193998813	0.229954924654
a31	0.131987973937	0.190153342827	0.190748433264	0.266283536043	0.220826714885
a15	0.139896371312	0.187074780942	0.202070214421	0.249723338681	0.221235288295
a24	0.133695723771	0.180834900314	0.209526324807	0.249529186227	0.226413862765
a20	0.142182941257	0.182840153438	0.200886034936	0.250377988742	0.223712884255
a31	0.163600160419	0.190501447813	0.192551758312	0.239227896247	0.214118731418
a13	0.17581920014	0.194978902604	0.198027286104	0.222463625416	0.208710987139
a46	0.17885936338	0.196270330868	0.199457528701	0.218202648472	0.207210145713
a14	0.183039297793	0.196342743623	0.197074856234	0.217885726157	0.205657375238
a20	0.180736039264	0.194023284541	0.191644525411	0.226533142052	0.207062988413
a31	0.185485723088	0.194815214847	0.191260785137	0.222905550684	0.205532709471
</S>	0.191603996544	0.197025522424	0.194996602568	0.213286445342	0.203087424736
