 	prima	di	andare	alla	scuola	</S>
a7	0.0407164245	0.23467939	0.0371971615	0.26328516	0.316628765	0.107493108
a11	0.0314172388333	0.272310646667	0.0273171508333	0.243485726667	0.338415595	0.0870536546667
a43	0.0211265929444	0.285188862222	0.0170088296111	0.207085502222	0.404703191667	0.0648870275556
a20	0.0132136023148	0.266310190741	0.0110581719704	0.166503430741	0.494889487222	0.0480251165185
a31	0.0104205349383	0.21823669358	0.0113891034235	0.11988764358	0.603379812407	0.0366862178395
a20	0.0109562681461	0.167836804527	0.0145963658078	0.08831156786	0.685680187469	0.0326188069465
a31	0.0273268850487	0.147454541509	0.0359648829359	0.09546869262	0.63913995249	0.0546450176488
a20	0.0509498230162	0.138250553836	0.0675796556453	0.12132683754	0.53382230083	0.0880708158829
a31	0.0731097896721	0.134297747945	0.0934703352151	0.149643675847	0.43894119361	0.110537241961
a20	0.0971768148907	0.138658545982	0.119202195072	0.170121651949	0.344175134537	0.130665640654
a31	0.115769123297	0.142717538661	0.135146695024	0.17458871065	0.289635628179	0.142142303551
</S>	0.125205451648	0.144251554331	0.140051282512	0.176638060325	0.269039809089	0.144813846775
