 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest	anno	che	viene	per	medico	</S>
a31	0.0698090235	0.0565218425	0.057305504	0.048469681	0.06476386	0.0554577965	0.0493208505	0.0082647887	0.046987857	0.015942375	0.017214762	0.044930138	0.043085645	0.0420345265	0.0561651	0.052806357	0.055478692	0.056802504	0.060652619	0.0701297095	0.0278564065
a17	0.0788747078333	0.0657542541667	0.0684854626667	0.0555394153333	0.0758023866667	0.0567097398333	0.0497863451667	0.00382696253333	0.0393954426667	0.01140261	0.018293112	0.039606898	0.043778505	0.0349306605	0.0592185933333	0.0542291236667	0.056875507	0.0573670393333	0.055532339	0.0558888461667	0.0187020995
a31	0.0938565892778	0.0691161347222	0.0817563322222	0.0538341134444	0.0924388075556	0.0511134509444	0.0437432963889	0.00221649997778	0.0313001808889	0.00801088266667	0.0164485566667	0.032833728	0.0372960283333	0.0293769481667	0.0640402627778	0.0583863128889	0.0597196433333	0.0593269211111	0.0541113843333	0.0473051493889	0.0137688176667
a17	0.101251501759	0.0676944149074	0.0853782307407	0.0503305344815	0.100173661185	0.0496390103148	0.042138937463	0.00164454575926	0.0281168702963	0.00630457588889	0.0161299802222	0.0305936786667	0.0351628561111	0.0278430753889	0.0650466359259	0.059404826963	0.0611710187778	0.0610419117037	0.0544365571111	0.044705912463	0.0117912710556
a31	0.105845042586	0.0651122816358	0.0844123215802	0.0487209721605	0.104524547062	0.0487458584383	0.0422101764877	0.00146511271975	0.0268656124321	0.00558699462963	0.0157548977407	0.0288836688889	0.034554771037	0.0268637451296	0.0657610899753	0.060230283321	0.0626628589259	0.0629860032346	0.0548125793704	0.0429870394877	0.0110141570185
a34	0.115565387529	0.0576938922119	0.0830864918601	0.0424395830535	0.113399119021	0.0446024711461	0.0382877241626	0.00127475280658	0.0218412164774	0.00360800810988	0.0132102932469	0.024583663963	0.029358882679	0.0264292763765	0.0711205479918	0.0650471144403	0.0684518879753	0.0692790877449	0.0584307931235	0.0419560384959	0.0103338120062
a1	0.109269955843	0.056653302404	0.07687222062	0.0416131676845	0.10581248634	0.048686021382	0.0392868117209	0.00131798603553	0.0231579191591	0.00399086713663	0.014557806749	0.0275988926543	0.0315080625597	0.0291503907922	0.0702331546639	0.0641432501468	0.0684982413251	0.0696814745816	0.0603473070412	0.0464055881653	0.0112151263354
a35	0.0949147186143	0.0592768141347	0.06960052854	0.0463701272282	0.0905809821133	0.0552212141273	0.044684582907	0.00155849037851	0.0290031277197	0.00648895624554	0.0187519042497	0.0334989942181	0.0383169018532	0.0320977689307	0.0657486735546	0.0602658187156	0.0646338001084	0.0657880981939	0.0592111286804	0.0508268600551	0.0131605271118
a31	0.101398866205	0.0575041913782	0.0699003278467	0.0468476217427	0.0972028240378	0.0520481463758	0.044958237969	0.00156924262617	0.0270610875732	0.00608417088185	0.0172532634166	0.0296001047394	0.0363769116177	0.0291371146436	0.0681104731849	0.0626242729052	0.0668272610361	0.0680087460646	0.0586190588935	0.046743667685	0.0121244027039
a20	0.110267885402	0.0576514537927	0.0731845792822	0.0442325032476	0.105953334679	0.0509094177919	0.0421606149897	0.00136803280872	0.0225009608577	0.00398807492728	0.0139568078055	0.0261325409131	0.0320077035392	0.0269251448812	0.0712200130616	0.0642665966351	0.069541137012	0.0711972586882	0.0588587969645	0.043706473895	0.0099706179013
