 	io	non	ho	niente	da	mangiare	</S>
a8	0.094474455	0.13039307	0.14566351	0.19581969	0.15218473	0.232793055	0.0486714365
a31	0.106087668333	0.143152753333	0.16059676	0.22855018	0.130046816667	0.200384645	0.0311811641667
a8	0.095566326111	0.132228151111	0.162958033333	0.284203066667	0.111279982222	0.192147975	0.0216164923889
a20	0.0957498387037	0.135082547037	0.166850704444	0.299814222222	0.101161425407	0.182838665	0.0185026267963
a31	0.0994914129012	0.138615672346	0.157771581481	0.341491880741	0.082769566469	0.166297565	0.0135623442654
a14	0.107396235634	0.141178890782	0.14758503716	0.378248466914	0.058080264823	0.158689745	0.00882138198847
a31	0.118757806545	0.147540706927	0.13548253372	0.401052938971	0.0423430352743	0.14732307	0.00749994572949
a13	0.123054345515	0.143026708976	0.10406490924	0.47805405299	0.0279459960914	0.116133999667	0.00772002440983
a37	0.112671325172	0.127765629659	0.0781905177467	0.55202168433	0.0221298106971	0.098536117889	0.00868491046994
a10	0.097379129724	0.113956549886	0.0656348559156	0.576682304777	0.0214567885657	0.114121489296	0.0107688411566
a20	0.0822804745747	0.100854519962	0.0580844373052	0.574968384926	0.0254551971886	0.142891663099	0.0154652760522
a7	0.0682675995249	0.0844351049873	0.0495548311017	0.597232644975	0.0321502530629	0.144568381033	0.0237911756841
a18	0.0563854938416	0.0683829466624	0.0440396390339	0.638737481658	0.038768012021	0.120912307011	0.0327741515614
a44	0.0659888839472	0.0752433488875	0.061387139678	0.572113320553	0.060809859007	0.10735857067	0.0570988968538
</S>	0.0811345069736	0.0891471444437	0.079663169839	0.485308700276	0.0796826945035	0.107616742835	0.0774470464269
