 	avete	cucinato	le	verdure	</S>
a20	0.356389555	0.058949745	0.38303146	0.1304522075	0.0711771485
a31	0.391567588333	0.0427897546667	0.41944842	0.0994223475	0.0467719745
a37	0.432587016111	0.0198977932222	0.469811983333	0.0537559475	0.0239473231667
a10	0.434947258704	0.0120670724074	0.497874271111	0.0378395181667	0.0172719060556
a20	0.424714856235	0.0116956914691	0.512055577037	0.0325703317222	0.0189635356852
a28	0.411464518745	0.0235160951564	0.495476732346	0.0393251272407	0.0302175408951
a20	0.389575562915	0.0447485433855	0.458355280782	0.0572159057469	0.050104734965
a33	0.334903800972	0.0961380027952	0.364934260261	0.104260638582	0.0997633183217
a8	0.262274730324	0.155240664265	0.267106846754	0.158596132861	0.156781642774
</S>	0.236654490162	0.173917482132	0.238539038377	0.175983976431	0.174905031387
