 	forse	stanno	ancora	svegli	</S>
a31	0.171794395	0.21478996	0.277633235	0.278266845	0.0575156155
a10	0.217251505	0.23481623	0.256444821667	0.245352085	0.0461353765
a20	0.230602615	0.244083953333	0.255737590556	0.234803711667	0.0347721185
a31	0.245465441667	0.250876897778	0.266130493519	0.217280620556	0.0202465536667
a18	0.284960423889	0.252692685926	0.266632244506	0.181536206852	0.0141784613889
a31	0.33253377463	0.252990595309	0.247822064835	0.152144307284	0.0145092651296
a35	0.373834744877	0.24597880177	0.223991111612	0.136468470761	0.0197268690432
a31	0.407988324959	0.226965233923	0.204113950537	0.13326523692	0.0276672353477
a10	0.423372791653	0.214714234641	0.191828000179	0.134645698973	0.0354392817826
a20	0.391589937218	0.20151076488	0.191301663393	0.162838626324	0.0527590419275
a29	0.341482659073	0.175053048293	0.201367967798	0.199659498775	0.0824368253092
a20	0.287045549691	0.159437402764	0.224656022599	0.213365589592	0.115495425103
a31	0.227672456564	0.163588640921	0.233073380866	0.219746846531	0.155918655034
a28	0.180170162188	0.162723846974	0.229829686955	0.230718088844	0.196558211678
a8	0.170012880729	0.171128438991	0.223238455652	0.226011409615	0.209608847226
a21	0.174564253576	0.191089219664	0.214969075217	0.213360533205	0.206016942409
</S>	0.172351326788	0.195876304832	0.213002072609	0.211748311603	0.207021996205
