 	è	che	è	entrato	da	qui	</S>
a31	0.084793305	0.45327845	0.0595822145	0.028204664	0.109271405	0.19019259	0.0746773825
a7	0.0627710863333	0.583838483333	0.0415463681667	0.0185165705	0.0850949083333	0.16445446	0.0437781558333
a18	0.0528460457778	0.609160594444	0.0433411827222	0.023861989	0.0775369727778	0.148767703333	0.0444855569444
a31	0.0594110062593	0.497672881481	0.0703039052407	0.0546231596667	0.0933074875926	0.150046894444	0.0746346706481
a46	0.0813930320864	0.315494103827	0.10796868508	0.0990939965556	0.123925355864	0.158780948148	0.113343860216
a31	0.101552524029	0.196025295942	0.132686385027	0.130520315519	0.142032508621	0.158646609383	0.138536370072
a39	0.114660741343	0.143236529981	0.143881221676	0.144264205173	0.149078132874	0.156316493128	0.148562693357
a28	0.125017563781	0.13312374666	0.145644983892	0.146426175058	0.148622727625	0.152175544376	0.148989271119
a31	0.135646607927	0.138710155553	0.143987874631	0.144303801686	0.145163005875	0.146710921459	0.14547764704
</S>	0.138982683963	0.140505727777	0.143487197315	0.143655660843	0.144112217938	0.144954670729	0.14430185352
