 	era	molto	stanco	</S>
a46	0.298505395	0.28850406	0.354414075	0.058576409
a8	0.299934515	0.288817813333	0.375877341667	0.035370286
a37	0.312992205	0.277942137778	0.382205793889	0.02685983
a31	0.346551591667	0.256248955926	0.373563451296	0.023635967
a0	0.395711420556	0.234160908642	0.349735133765	0.0203925176667
a20	0.420471506852	0.237684662881	0.321931417922	0.0199124078889
a31	0.464570368951	0.215585367627	0.285320045974	0.0345242272963
a39	0.499647112984	0.184137962542	0.262940331991	0.0532745707654
a41	0.479425837661	0.169709944181	0.27445162733	0.0764125532551
a31	0.409521355887	0.184711304727	0.27060126911	0.135166072418
a28	0.346927251962	0.196839908242	0.272920349703	0.183312517473
a11	0.318745177321	0.199605579414	0.279179326568	0.202469925824
a20	0.292900865774	0.214989736471	0.274700902189	0.217408465275
a31	0.273816365258	0.23101387549	0.26533565073	0.229834071758
a11	0.243035775086	0.245030508497	0.264524190243	0.247409507253
</S>	0.225669822543	0.249699454248	0.269277780121	0.255352938626
