 	non	ti	dimentichiamo	mai	</S>
a8	0.218202535	0.34510434	0.354901255	0.040115482	0.0416763525
a31	0.249011555	0.373926593333	0.329753901667	0.0244483036667	0.0228595775
a20	0.275875621667	0.414116367778	0.277222623889	0.0182218842222	0.0145634408333
a31	0.306904933889	0.420668735926	0.24468496463	0.0157614507407	0.0119799176111
a13	0.317653611296	0.423984351975	0.23352793821	0.0139878015802	0.010846322537
a31	0.316339450432	0.422957233992	0.236077199403	0.0134509068601	0.0111752025123
a13	0.303506686811	0.425973144664	0.243629386468	0.0143980639534	0.0124926935041
a1	0.264822098937	0.445437658221	0.253832528823	0.0194300356511	0.0164776348347
a31	0.232795962979	0.46099848274	0.257129712941	0.0267663008837	0.0223095339449
a41	0.21371272766	0.47574312758	0.248868147647	0.0323741602946	0.029301882315
a15	0.184125842553	0.47669034586	0.252823432549	0.0439178900982	0.0424425454383
a13	0.160260407518	0.466194871953	0.27537263085	0.0496746523661	0.0484974721461
a31	0.133041602506	0.450512177318	0.289503913617	0.064310723122	0.0626315700487
a11	0.123182794169	0.419813962439	0.268827894539	0.0944422460407	0.0937330783496
a31	0.12244632139	0.358050614146	0.25167972818	0.133583570347	0.134239756117
a46	0.114198130463	0.282304738049	0.24593302606	0.178357206782	0.179206902039
a31	0.113232070154	0.230026212683	0.236755088687	0.209335508927	0.21065110068
a46	0.112327846718	0.193540697561	0.232973452896	0.230043982976	0.231113966893
a31	0.112983963906	0.176623649187	0.230020990965	0.239702890992	0.240668455631
</S>	0.113087594453	0.172442274593	0.231658590482	0.241073830496	0.241737677815
