 	venne	scritto	</S>
a31	0.454189865	0.49489449	0.050915625
a28	0.498810131667	0.469933743333	0.031256099
a8	0.543572563889	0.436335541111	0.0200919093333
a31	0.58739315463	0.39642152037	0.0161853657778
a20	0.624163984877	0.361619060123	0.0142169522593
a31	0.621515728292	0.356876930041	0.0216073324198
a13	0.593692609431	0.366464053347	0.0398433531399
a29	0.541285703144	0.398612904449	0.0601014000466
a39	0.483914981048	0.445295444816	0.0707895800155
a31	0.448913230349	0.431684848272	0.119401923339
a35	0.415077000116	0.385409272757	0.199513721113
a31	0.377834383372	0.363111307586	0.259054300371
</S>	0.360081866686	0.352868478793	0.287049650185
