 	non	so	cosa	scrive	</S>
a46	0.337153575	0.228399095	0.31018673	0.0578913198	0.0663692225
a8	0.401793278333	0.251911791667	0.290408746667	0.0252666011333	0.0306195775
a31	0.431819749444	0.256117230556	0.275103525556	0.0165602863778	0.0203992068333
a13	0.442328376481	0.258471433519	0.269564751852	0.0132502037926	0.0163852129444
a31	0.452187848827	0.258014984506	0.259630410617	0.0135024289309	0.0166643243148
a28	0.480409912942	0.247664154835	0.236542936872	0.0158720093103	0.0195110024383
a31	0.492172590981	0.239579171612	0.212823558957	0.0250489807701	0.0303757574794
a37	0.469902480327	0.242766667204	0.200787749652	0.0390527282567	0.0474904121598
a31	0.405073533442	0.241913955735	0.196251076551	0.0726956687522	0.0840657660533
a11	0.331065341147	0.239936521912	0.188977662184	0.110787722917	0.129232768684
a31	0.259466853716	0.222517233971	0.185976154061	0.156387534306	0.175652276228
a20	0.200965381239	0.191590301324	0.177590771354	0.204836421435	0.225017178743
a31	0.166808860413	0.167161863775	0.183849637118	0.231950907145	0.250228772914
</S>	0.146174735206	0.151607826888	0.197676643559	0.246791228572	0.257749606457
