 	il	morto	vuole	pianto	</S>
a46	0.178972965	0.22720206	0.25065383	0.271771925	0.071399212
a23	0.179002121667	0.256671776667	0.24991669	0.263655331667	0.0507540853333
a20	0.198818763889	0.280880588889	0.234767586667	0.239475850556	0.0460572144444
a31	0.197181127963	0.304050036296	0.224733452222	0.239404176852	0.0346312104815
a21	0.188916845988	0.312689288765	0.224447164074	0.245540375617	0.0284063418272
a11	0.197350821996	0.304874779588	0.225119011358	0.244918458539	0.0277369499424
a10	0.185960097332	0.290367153196	0.226999190453	0.272476112846	0.0241974683141
a27	0.168573625777	0.278486311065	0.225617193484	0.303911844282	0.0234110381047
a17	0.150056051926	0.268995463688	0.224577101161	0.332103114761	0.0242682643682
a31	0.109658951309	0.298500507896	0.201080520387	0.367251898254	0.0235080937894
a37	0.0816329644363	0.346235055965	0.170040683462	0.380327672751	0.0217636092631
a31	0.0648608934788	0.409952378655	0.135302261154	0.36486166425	0.0250228030877
a37	0.0437989931596	0.456386052885	0.100106139051	0.36973074475	0.0299780600292
a17	0.0395470350532	0.416344660962	0.103534245017	0.405940444917	0.0346336493431
a31	0.0415883223511	0.399505470321	0.110353555006	0.398726688306	0.0498260224477
a10	0.045398410117	0.40940477344	0.101358558335	0.375700116102	0.0681381658159
a7	0.0465937127057	0.39898349448	0.102918381445	0.373680035367	0.0778243969386
a31	0.0650202859019	0.37530331816	0.124191219148	0.335655505122	0.0998296856462
a33	0.086429988634	0.332637306053	0.148030103049	0.303474785041	0.129427825215
a29	0.0952759512113	0.300725568684	0.163881381016	0.293555648347	0.146561481738
a41	0.107955100404	0.299336049561	0.168228457005	0.275021749449	0.149458693913
a31	0.132350476801	0.288259969854	0.172122099002	0.251281349816	0.155986134638
a39	0.159472672267	0.247248139951	0.185449249667	0.231138809939	0.176691138213
</S>	0.169347256133	0.225644104975	0.192953224833	0.22466776497	0.187387669107
