 	Marika	è	che	si	sposa	domani	</S>
a27	0.279098065	0.0937504625	0.160569345	0.14568334	0.16566307	0.0743977465	0.080837948
a37	0.337289155	0.0707271058333	0.191403098333	0.15658542	0.153602483333	0.0458666788333	0.0445260586667
a31	0.419710078333	0.0439052906111	0.194793546111	0.1461892	0.136495144444	0.0310566326111	0.0278501368889
a11	0.436379542778	0.0338569932037	0.205487342037	0.14763146	0.132181171481	0.0240158598704	0.020447618963
a31	0.442759814259	0.0293935360679	0.215936674012	0.147948583333	0.12347474716	0.0223390226235	0.0181475986543
a37	0.48211067142	0.020761432356	0.212550634671	0.138914444444	0.107885409053	0.0215353105412	0.0162421028848
a31	0.528768523807	0.0198244241187	0.189580281557	0.120997901481	0.094230016351	0.0264436655137	0.0201551999616
a6	0.536538121269	0.0243292870396	0.163219500519	0.113318773827	0.099078662117	0.0355400018379	0.0279757036539
a20	0.514173210423	0.0310576300132	0.13890943184	0.108037381276	0.111067494039	0.0521963422793	0.044558558218
a31	0.480952700141	0.0408889456711	0.109845988947	0.0925229304253	0.11531731468	0.0834066157598	0.077065487406
a20	0.42127959338	0.053632978557	0.100658227649	0.0897950834751	0.122536854893	0.110168575253	0.101928645802
a31	0.327119287793	0.0697474561857	0.100007873883	0.0931675624917	0.132769448298	0.142747835084	0.134440501934
a0	0.248821589264	0.0835572987286	0.0988541746277	0.0955111971639	0.131652624766	0.174928815028	0.166674287311
a20	0.205165506421	0.0931529995762	0.0990985335426	0.098307107388	0.132189476922	0.189812458343	0.182273922437
a31	0.15849242214	0.107900069859	0.0946543798475	0.101231327796	0.149218768974	0.195683372781	0.192819674146
</S>	0.13944466107	0.11676097993	0.0928700499238	0.104046481898	0.158758814487	0.194861156391	0.193257887073
