 	non	avete	mangiato	mai	un	rustico	</S>
a23	0.142980535	0.140716207	0.147807445	0.0364622825	0.17894931	0.28677061	0.0663135985
a31	0.189378931667	0.175379489	0.174673331667	0.0195622581667	0.142983916667	0.261113743333	0.0369083165
a29	0.219873643889	0.185241089667	0.161604817222	0.0132730460556	0.134913052222	0.259895154444	0.0251991891667
a24	0.23706761463	0.199936126556	0.162925879074	0.0109841260185	0.137121997407	0.228512528148	0.0234517333889
a18	0.251848754877	0.225944112185	0.190029203025	0.00871183667283	0.110400789136	0.192903092716	0.0201622037963
a31	0.270335444959	0.249015960728	0.217172151008	0.00808819322428	0.0748077050453	0.162453247572	0.0181272302654
a13	0.296163691653	0.261522163576	0.217541280336	0.00924382374143	0.0533562903484	0.144115985857	0.0180566780885
a11	0.304160243884	0.251736937859	0.198867303445	0.0105064695805	0.0506298951161	0.163880955286	0.0202181443628
a8	0.256495194628	0.206945079286	0.172776877815	0.0177104261935	0.0628330620387	0.246959611762	0.0362797307876
a31	0.191247671543	0.159291363095	0.146702875938	0.0330749277312	0.0839009593462	0.319443903921	0.0663382949292
a24	0.189013270514	0.156091227698	0.148018281979	0.0394966619104	0.0869284314487	0.307530701307	0.0729214483097
a31	0.176208266838	0.146825742566	0.142028332326	0.0526928906368	0.104341545483	0.290429340436	0.0874739094366
a39	0.145427358946	0.130930377522	0.128973299109	0.0640991245456	0.122960668494	0.298657403479	0.108951793146
a20	0.139808486315	0.132400674507	0.13002654837	0.0617386608485	0.124855002831	0.299582497826	0.111588134382
a31	0.115899184105	0.114139558502	0.11680368479	0.0856616436162	0.145011410944	0.291147435942	0.131337064794
a20	0.102882166702	0.103704367834	0.108937081597	0.0988933392054	0.157064413648	0.283068585314	0.145450021598
a31	0.0969506339007	0.099860819278	0.109962803866	0.110054661068	0.161245621216	0.269721881771	0.152203570533
a46	0.0890012729669	0.0929892030927	0.107282804622	0.124335920356	0.169656133739	0.25935122059	0.157383440178
a31	0.086382890989	0.0921922210309	0.111015396541	0.132240610119	0.17210497458	0.24617646353	0.159887443393
a23	0.084244293663	0.090701411677	0.112332080514	0.138883826706	0.172803508193	0.23897227451	0.162062604464
a31	0.0840670978877	0.092246878559	0.116104363505	0.142001485569	0.172440539398	0.23055959817	0.162580024821
a46	0.0815390192959	0.091189542853	0.120767291168	0.15147900519	0.170865126466	0.21909343939	0.16506657494
a8	0.0815632150986	0.091140450951	0.121754553723	0.14735244173	0.167966258822	0.231150236463	0.15907283498
a31	0.0845534203662	0.0991706286503	0.133027144574	0.14868049391	0.163613649607	0.215264825488	0.15568982166
a38	0.0841060714554	0.0983633458834	0.130287884858	0.15160308797	0.165134989869	0.211054425163	0.15945020722
a20	0.0808667218185	0.0911176999611	0.122202123286	0.151755282657	0.167950109956	0.224070325054	0.16203775574
a31	0.0872020619395	0.102044726654	0.130902516095	0.153552157552	0.163660329985	0.202297838351	0.160340391913
a20	0.0894345919798	0.105851112218	0.134150192032	0.156193762517	0.163363919995	0.18923116945	0.161775263971
a31	0.0917050639933	0.108253920739	0.135229464011	0.156700510839	0.162758406665	0.18355842315	0.16179418799
</S>	0.0991409719967	0.11897827537	0.141369587006	0.154255265419	0.157810338332	0.171284706575	0.157160828995
