 	che	vende	buon	pane	</S>
a17	0.214013845	0.24015664	0.25010303	0.22683113	0.06889531
a31	0.228282541667	0.241301783333	0.277136603333	0.2079694	0.0453096186667
a11	0.210382477222	0.263933961111	0.312750641111	0.18561339	0.0273194925556
a39	0.209406435741	0.271928737037	0.316118233704	0.179014236667	0.0235323355185
a35	0.212442361914	0.244807059012	0.348266764568	0.159085448889	0.0353983601728
a39	0.186960153971	0.213248186337	0.394137554856	0.147274886296	0.0583792280576
a31	0.14326064799	0.196062702112	0.405198518285	0.156654428765	0.0988236913525
a24	0.117311085997	0.176749807371	0.396785056095	0.171230356255	0.137923643784
a18	0.104996758666	0.173810089124	0.394119475365	0.178026305418	0.149047301261
a31	0.124071466222	0.188871096375	0.339970735122	0.183963608473	0.16312304042
a13	0.142621412074	0.190504722125	0.288848095041	0.193887616158	0.184138136807
a31	0.155610720691	0.191692694042	0.260477955014	0.198716638719	0.193501965602
a46	0.174275653564	0.196203618014	0.231068738338	0.200370389573	0.198081575201
a8	0.179504491188	0.197027076005	0.226114266113	0.199501449858	0.1978527284
</S>	0.183544705594	0.196937258003	0.226469348056	0.197358299929	0.1956904142
