 	che	non	li	aspetiamo	</S>
a20	0.241518225	0.22591614	0.23251076	0.27569351	0.024361359
a8	0.248533675	0.23876572	0.241422826667	0.24566803	0.025609741
a7	0.256654831667	0.24441601	0.234384878889	0.235586646667	0.028957619
a35	0.255122727222	0.246538653333	0.24380538963	0.229274822222	0.025258428
a46	0.265280729074	0.244409441111	0.236449349877	0.239081254074	0.0147792374333
a31	0.283578069691	0.219795017037	0.184819163292	0.303211908025	0.00859582637777
a11	0.287141046564	0.190981389012	0.148683031097	0.366773612675	0.00642093002592
a31	0.256456928855	0.157197443004	0.123830380366	0.452341147558	0.010174136442
a0	0.212430989618	0.126441001001	0.102873686789	0.537503569186	0.0207508031473
a31	0.194732676539	0.126993320334	0.107593494263	0.532691809729	0.0379887477158
a30	0.194952515513	0.148886923445	0.131525533421	0.45849870991	0.0661363359053
a0	0.200642621838	0.171514821148	0.15487829114	0.37419905997	0.0987652253018
a31	0.198214617279	0.175685377049	0.161660827047	0.33776917999	0.126670028434
</S>	0.193911898639	0.174592898524	0.163966763523	0.328419654995	0.139108804217
