 	e	che	cucino	</S>
a31	0.43599358	0.441231505	0.086846205	0.035928745
a24	0.488470563333	0.441015748333	0.0513312366667	0.0191824843333
a31	0.552186777778	0.395716736111	0.0367259122222	0.0153705734444
a11	0.601939559259	0.327564898704	0.0461657990741	0.0243297381481
a46	0.574051353086	0.289813512901	0.077172276358	0.058962844716
a41	0.518249584362	0.274608620967	0.108546038786	0.0985957649053
a20	0.513188928121	0.249434880322	0.121610072929	0.115766131635
a36	0.508503309374	0.232995580107	0.131333810976	0.127167297212
a31	0.433153896458	0.232935996702	0.168317706992	0.165592392404
a46	0.339397325486	0.239780042234	0.211053322331	0.209769300801
</S>	0.313484162743	0.241955906117	0.222712766166	0.221847165401
