 	ho	cosa	a	fare	</S>
a23	0.22709521	0.222711355	0.283299255	0.213104105	0.053790035
a17	0.247991186667	0.227457911667	0.270338365	0.216798458333	0.0374140643333
a31	0.281907295556	0.230348293889	0.293548211667	0.171947552778	0.0222486524444
a8	0.347654851852	0.204869481296	0.315431860556	0.115173939259	0.0168698518148
a31	0.384905783951	0.165331158765	0.327427853519	0.0959905680863	0.0263445912716
a13	0.386300521317	0.141934677922	0.345133894506	0.0924684293621	0.0341624450905
a24	0.368812613772	0.125581792641	0.369263584835	0.0960787731207	0.0402632286968
a31	0.285600284591	0.114526017547	0.391165414945	0.126359014374	0.0823492785656
a13	0.201764858197	0.116638155849	0.372059954982	0.168876341458	0.140660696189
a31	0.162788159399	0.132110248616	0.326159834994	0.197149573819	0.181792172063
a18	0.1416913798	0.151930896205	0.278442161665	0.217485254606	0.210450314021
a0	0.1421440766	0.168416162068	0.250159810555	0.221284298202	0.217995674674
a39	0.159344038867	0.186240644023	0.231324733518	0.212546229401	0.210544364891
</S>	0.168943259433	0.191904082011	0.224613001759	0.208193114701	0.206346552445
