 	non	ho	cosa	a	fare	</S>
a8	0.16662635	0.174441255	0.184422955	0.259586115	0.16774881	0.04717448
a31	0.191000163333	0.194493181667	0.178028125	0.270249298333	0.140221953333	0.026007242
a37	0.190376391111	0.211466140556	0.187261515	0.271610312778	0.123793571111	0.01549205
a11	0.18824573037	0.215141130185	0.194998215	0.270552987593	0.119188353704	0.0118735806667
a13	0.192129933457	0.208838986728	0.174726848333	0.303601632531	0.109011094568	0.0116914915556
a20	0.204070917819	0.199619545576	0.132639044111	0.344937040844	0.102013301523	0.0167201211852
a31	0.177341992606	0.162909198525	0.102994456037	0.401705966948	0.112768667174	0.0422796960617
a8	0.131889055535	0.124279536175	0.101335077012	0.413978958983	0.136797452391	0.0917198970206
a31	0.113957806512	0.114643635392	0.122823974004	0.339211976328	0.16603632413	0.14332626234
a46	0.107808098837	0.112519339797	0.140603121335	0.287056585443	0.181410218043	0.170602634113
a8	0.110556562946	0.116836691266	0.146670457112	0.275916948481	0.178887709348	0.171131641371
</S>	0.115754971473	0.123715340633	0.152495213556	0.264829864241	0.175087579674	0.168117045686
