 	lo	sentii	che	viene	</S>
a43	0.170530535	0.19999075	0.240328745	0.31782235	0.0713276065
a17	0.160597608333	0.20671897	0.261070275	0.32373856	0.0478745765
a11	0.143597319444	0.210601686667	0.255950185	0.351668313333	0.0381824965
a31	0.106158195815	0.201281535556	0.244836255	0.417735351111	0.0299886601667
a46	0.0659600792717	0.198155011852	0.227315988333	0.484190163704	0.0243787470556
a6	0.0502870810906	0.202453787284	0.203483549444	0.516492201235	0.0272833836852
a31	0.0550567423635	0.202149865761	0.178008203148	0.514201480412	0.0505837405617
a15	0.0579158201212	0.186233275254	0.148515317716	0.534751793471	0.0725838448539
a20	0.0537466273737	0.168346038418	0.133972752572	0.565011197824	0.0789234082846
a31	0.0785450991246	0.170410926139	0.148034514191	0.494298025941	0.108711446095
a17	0.103125283042	0.16928119538	0.164286171397	0.417805885314	0.145501482032
a31	0.117392734347	0.164311605127	0.173661260466	0.377302618438	0.167331780677
a13	0.132513631449	0.164656571709	0.184466726822	0.331712356146	0.186650703559
a39	0.146536330483	0.17414347057	0.190741352274	0.294760305382	0.19381852452
a46	0.164540120161	0.193298556857	0.191693220758	0.262797928461	0.187670161507
a31	0.177244093387	0.200510605619	0.192919920253	0.242028826154	0.187296540502
a18	0.186762827796	0.199698821873	0.195983806751	0.224442745385	0.193111796834
</S>	0.189030478898	0.199074635936	0.197262083375	0.219188277692	0.195444548417
