 	lo	ho	finito	di	fare	</S>
a8	0.1085956725	0.152373905	0.0850360825	0.32304919	0.248732705	0.082212408
a31	0.114891648833	0.164512518333	0.0568481088333	0.365183376667	0.252814555	0.0457497603333
a20	0.112853287611	0.160226279444	0.0406542936111	0.388955772222	0.263749768333	0.0335606091111
a24	0.129913472537	0.174262796481	0.0351626558704	0.375997097407	0.254788979444	0.029875041037
a18	0.123026690846	0.17770785216	0.0228012222901	0.426201325802	0.226772343148	0.023490593679
a31	0.0930971269487	0.17449301072	0.0178024940967	0.504590875267	0.182841831049	0.027174649893
a20	0.0712241176496	0.167874966907	0.0205023640322	0.542614991756	0.160583163683	0.037200365631
a10	0.0584395212165	0.142294358969	0.0235627330107	0.564283750585	0.164152234561	0.047267379877
a20	0.0476229360722	0.115901269656	0.0256296576702	0.589153670195	0.168489024854	0.0532034256257
a7	0.0433620930241	0.106602661885	0.0269342812234	0.591642256732	0.175781254951	0.0556774098752
a31	0.053712953008	0.101250735962	0.0615837680745	0.518972142244	0.17821440165	0.0862659346251
a20	0.0631850010027	0.0921908619873	0.0956503726915	0.455143604081	0.17510948055	0.118720648208
a18	0.0596412016676	0.0816782619958	0.0978623942305	0.46131700136	0.175172513517	0.124328626069
a24	0.0594605532225	0.0780302453319	0.103780254744	0.451996753787	0.178076031172	0.128656182023
a46	0.0707296924075	0.0907187551106	0.117443954915	0.409057937929	0.176103380391	0.135946297341
a31	0.0970270274692	0.11776760837	0.141126951638	0.319104112643	0.17429754013	0.150676762447
a33	0.112975009156	0.13356410279	0.159215590546	0.254502220881	0.175625800043	0.164117277482
a8	0.116333536385	0.137789887597	0.161547806849	0.24489318696	0.174197356681	0.165238252494
</S>	0.120376468193	0.141073933799	0.159269943425	0.24400753848	0.172415278341	0.162856896247
