 	deve	essere	bianco	</S>
a31	0.092042605	0.07036774	0.75510025	0.082489389
a11	0.0609137316667	0.035951569	0.85527249	0.0478622096667
a31	0.0574323672222	0.0282600836667	0.867868806667	0.0464387598889
a37	0.0572067117407	0.0293237152222	0.863936692222	0.0495328892963
a31	0.0623484065802	0.0345097854074	0.841984620741	0.0611572130988
a37	0.0875602041934	0.0546515664691	0.76945806358	0.0883302010329
a31	0.118380916731	0.0760997054897	0.677892201193	0.127627187011
a20	0.137962052244	0.0952906251632	0.604558247064	0.162189069004
a31	0.159952254081	0.109582596388	0.539617265688	0.190847886335
a0	0.17670776136	0.116869093463	0.481922285229	0.224500875445
a31	0.201327330453	0.141682164488	0.41238666841	0.244603835148
a20	0.233835770151	0.159314184829	0.346760702803	0.260089328383
a18	0.24539851005	0.173792578276	0.316074177601	0.264734726128
</S>	0.247938685025	0.189866954138	0.3024012238	0.259793138064
