 	quest	anno	che	viene	mangio	quanti	voglio	</S>
a23	0.090724215	0.10646362	0.105504715	0.112129833	0.13189824	0.14820025	0.189336875	0.11574227
a31	0.100731818333	0.126053963333	0.114524178333	0.119154671	0.1521289	0.14576367	0.143248375	0.0983944333333
a37	0.101036160778	0.139269527778	0.118355922778	0.121866387	0.163954443333	0.151002843333	0.122905675	0.0816090511111
a20	0.110986249926	0.140995552593	0.125631747593	0.127191439	0.154617451111	0.146533121111	0.118902948333	0.0751414923704
a31	0.105842173642	0.140310537531	0.121616002531	0.126773949667	0.16513402037	0.15944067037	0.124731086111	0.0561515641235
a7	0.0954709398807	0.142073205844	0.113467240844	0.123494406556	0.18385892679	0.176440333457	0.127148082037	0.0380468940412
a10	0.0931248732936	0.143485105281	0.115535088948	0.127666098852	0.18086855893	0.174811777819	0.133500774012	0.0310077700137
a41	0.0959020377645	0.143017268427	0.118954558316	0.131729822951	0.173279069643	0.169476902606	0.142183331337	0.0254570440046
a37	0.103598319255	0.143707339476	0.121651519439	0.13231367765	0.169585449881	0.165061194202	0.141151027112	0.0229315106682
a14	0.110673216418	0.143249316492	0.124243949813	0.133139079217	0.16468083996	0.160654654734	0.141481189037	0.0218777855561
a31	0.100109922139	0.120568145497	0.0965087599377	0.112053743072	0.200420166653	0.200595761578	0.151757389679	0.0179861205187
a20	0.085544020713	0.0927999351657	0.0621101853126	0.0847173356907	0.255436308884	0.253883080526	0.152019739893	0.0134894055062
a31	0.074161513571	0.0726547657219	0.0459280434375	0.0666004288969	0.300079016295	0.294210926842	0.134020853298	0.0123444471687
a37	0.0620506711903	0.0548034259073	0.0334904304792	0.0517113886323	0.348069145432	0.328794965614	0.107643409766	0.0134365327229
a7	0.0524273627301	0.0469967566358	0.0291109881597	0.0466217128774	0.369418488477	0.348269728538	0.0895877852553	0.0175671585743
a10	0.0377784742434	0.0400560402119	0.0258246127199	0.0415556542925	0.372267276159	0.380722642846	0.0799622950851	0.0218330201914
a7	0.0291538540811	0.0399610900706	0.0285186009066	0.0419162590975	0.362969212053	0.398520350949	0.0731488083617	0.0258118520638
a39	0.0292058953604	0.0467135260235	0.0350282026355	0.0451001193658	0.351056504018	0.390490550316	0.0721713607872	0.0302338320213
a10	0.0319364924535	0.0538433153412	0.0402288628785	0.0467482117886	0.348840054673	0.371072426772	0.0732199182624	0.0341106940071
a32	0.0470117591512	0.0717305024471	0.0570732722928	0.0607590905962	0.318359654891	0.311338325591	0.0835787860875	0.050148584669
a19	0.0609275290504	0.089100064149	0.0761698374309	0.0784291868654	0.278885748297	0.24710182853	0.0982076053625	0.0711781815563
a31	0.0644841323501	0.093494391383	0.0851719911436	0.0875607969551	0.251165096099	0.225034552843	0.107940041788	0.0851490105188
</S>	0.0673165411751	0.0950933406915	0.0893887435718	0.0919094354775	0.233414688049	0.219978906422	0.111439510894	0.0914588552594
