 	l	ha	scritta	</S>
a20	0.438676655	0.27902211	0.222195675	0.060105538
a31	0.493955498333	0.277062826667	0.194978048333	0.0340035836667
a35	0.536945466111	0.269184548889	0.170016812778	0.0238531488889
a31	0.57456124537	0.264938342963	0.138956117593	0.0215443016296
a35	0.63551207179	0.236353367654	0.102239600531	0.0258949445432
a31	0.658542990597	0.198332222551	0.101032174844	0.0420925821811
a41	0.553606686866	0.192834937517	0.159755724948	0.093802640727
a31	0.376611982289	0.214193499172	0.241590914983	0.167603603576
a11	0.25962989743	0.224928766391	0.288071504994	0.227369851192
a18	0.20830140581	0.23865412213	0.293280321665	0.259764183731
a13	0.202479091937	0.255190737377	0.278025890555	0.264304314577
</S>	0.213091230969	0.258342643689	0.268170130278	0.260396037289
