 	non	ho	dove	d	andare	</S>
a20	0.22173749	0.19905585	0.141249555	0.233259645	0.132435785	0.072261658
a31	0.275480513333	0.23958272	0.152067265	0.209174618333	0.0886537276667	0.0350411466667
a37	0.324443817778	0.26874799	0.149135278333	0.178925962778	0.0585436695556	0.0202032798889
a31	0.343305445926	0.287052773333	0.150270259444	0.159162604259	0.0450779808519	0.0151309426296
a29	0.357534755309	0.303106634444	0.151634903148	0.136638468086	0.0377101546173	0.0133751025432
a41	0.382276005103	0.313688218148	0.130484967716	0.115201277695	0.0412563512058	0.0170931761811
a31	0.392615938368	0.300939839383	0.0971933859053	0.113450630898	0.0636999040686	0.0321002973937
a18	0.359911436123	0.266314009794	0.0837370003018	0.140116796966	0.0993372396895	0.0505835304646
a31	0.281017528708	0.208779526598	0.0817261784339	0.184465222322	0.155981636563	0.0880299268215
a39	0.206850402903	0.159536768866	0.0833760061446	0.215680720774	0.206150572188	0.128405555607
a31	0.159805942968	0.132375722955	0.0889437553815	0.228069663591	0.229079590729	0.161725348536
a8	0.127328582989	0.114272147652	0.0949005871272	0.223656967864	0.240572083576	0.199269639512
a31	0.114505449663	0.108459584551	0.100715524376	0.212646385955	0.242601504525	0.221071533171
a8	0.108526873888	0.10555586485	0.103480634792	0.211049171985	0.241409274842	0.229978157724
</S>	0.107610044944	0.105138679425	0.104214152396	0.210656940992	0.240253012421	0.232127158862
